,sample,time_diff,RMSE
0,sample_1_rmse_in_time,2,0.016967993928170593
1,sample_1_rmse_in_time,4,0.040220430051959945
2,sample_1_rmse_in_time,6,0.006912886415180585
3,sample_1_rmse_in_time,8,0.019481770806418098
4,sample_1_rmse_in_time,2,0.023252436123789376
5,sample_1_rmse_in_time,4,0.01005510751298997
6,sample_1_rmse_in_time,6,0.0031422210978093845
7,sample_1_rmse_in_time,2,0.03330754363677921
8,sample_1_rmse_in_time,4,0.02011021502597993
9,sample_1_rmse_in_time,2,0.013197328610799376
