,sample,bin_size,PC_pair,TH,RMSE
1078,Sample_1,1.9,"2,5",-1,0.6215625967182731
1079,Sample_1,1.2,"2,5",-1,0.5782697968376456
1080,Sample_1,3.6,"2,5",-3,0.5792139062558086
1081,Sample_1,1.4,"2,5",-2,0.6564359190677248
1082,Sample_1,3.05,"2,5",-3,0.6048138541993755
1083,Sample_1,1.55,"2,5",-3,0.40936905645157184
1084,Sample_1,2.7,"2,5",-3,0.53658238933166
1085,Sample_1,0.75,"2,5",-3,0.8271565416150435
1086,Sample_1,4.15,"2,5",-3,0.65470739000734
1087,Sample_1,4.0,"2,5",-2,0.7279934445184056
1088,Sample_1,1.25,"2,5",-2,0.7316079300516382
1089,Sample_1,2.95,"2,5",-1,0.6645065585656591
1090,Sample_1,2.75,"2,5",-2,0.7898243268980762
1091,Sample_1,0.15,"2,5",-1,0.3585895992799504
1092,Sample_1,4.75,"2,5",-2,0.7241252789765715
1093,Sample_1,0.95,"2,5",-2,0.7569809317056722
1094,Sample_1,2.55,"2,5",-2,0.7588939515188412
1095,Sample_1,3.5,"2,5",-1,0.7601426832822363
1096,Sample_1,4.6,"2,5",-1,0.7794026210892345
1097,Sample_1,3.1,"2,5",-1,0.8082154523011699
1098,Sample_1,1.45,"2,5",-2,0.8030728274085062
1099,Sample_1,2.5,"2,5",-2,0.8073348442772948
1100,Sample_1,2.65,"2,5",-2,0.7755459986682268
1101,Sample_1,3.4,"2,5",-1,0.7886593338627643
1102,Sample_1,0.8,"2,5",-1,0.7142065054104737
1103,Sample_1,0.9,"2,5",-1,0.5182280226280969
1104,Sample_1,1.8,"2,5",-3,0.4679871480085395
1105,Sample_1,0.65,"2,5",-3,0.8166953804907756
1106,Sample_1,3.65,"2,5",-3,0.7022415906734363
1107,Sample_1,4.1,"2,5",-1,0.7698340926208439
1108,Sample_1,1.75,"2,5",-1,0.7204122521284239
1109,Sample_1,2.8,"2,5",-2,0.6723694376262197
1110,Sample_1,0.85,"2,5",-3,0.3982005089253696
1111,Sample_1,1.35,"2,5",-3,0.46055599990658197
1112,Sample_1,1.3,"2,5",-3,0.42878557845721615
1113,Sample_1,2.7,"2,5",-2,0.6767480659392986
1114,Sample_1,0.75,"2,5",-2,0.8303710184390238
1115,Sample_1,1.4,"2,5",-3,0.46119353747352093
1116,Sample_1,3.35,"2,5",-3,0.6155310253843623
1117,Sample_1,4.5,"2,5",-1,0.8013641262926807
1118,Sample_1,3.3,"2,5",-3,0.7476820130347964
1119,Sample_1,4.05,"2,5",-2,0.811731068649416
1120,Sample_1,3.85,"2,5",-3,0.7966651744358304
1121,Sample_1,2.0,"2,5",-3,0.5442774081696131
1122,Sample_1,1.5,"2,5",-3,0.3674700085122637
1123,Sample_1,3.15,"2,5",-1,0.5909212692468111
1124,Sample_1,4.7,"2,5",-1,0.6712703833202232
1125,Sample_1,1.05,"2,5",-3,0.48361058922185235
1126,Sample_1,0.55,"2,5",-1,0.4743217867882741
1127,Sample_1,1.15,"2,5",-2,0.6624191389964239
1128,Sample_1,0.4,"2,5",-3,0.3808608434622183
1129,Sample_1,2.8,"2,5",-1,0.5962280205896419
1130,Sample_1,1.1,"2,5",-3,0.3951262055777125
1131,Sample_1,2.6,"2,5",-2,0.7914691739552264
1132,Sample_1,0.45,"2,5",-2,0.5654192012213155
1133,Sample_1,1.0,"2,5",-2,0.6736990170350773
1134,Sample_1,4.25,"2,5",-2,0.7877876968223293
1135,Sample_1,4.15,"2,5",-1,0.761570245187925
1136,Sample_1,1.45,"2,5",-1,0.6798968889716629
1137,Sample_1,2.25,"2,5",-2,0.8406004463659328
1138,Sample_1,4.35,"2,5",-3,0.75572694258035
1139,Sample_1,0.85,"2,5",-1,0.46015906747902385
1140,Sample_1,2.5,"2,5",-1,0.6509113627320074
1141,Sample_1,0.7,"2,5",-1,0.5757322170626679
1142,Sample_1,3.25,"2,5",-2,0.7300286749322282
1143,Sample_1,1.6,"2,5",-2,0.7939138256465108
1144,Sample_1,1.7,"2,5",-1,0.718311219555258
1145,Sample_1,3.2,"2,5",-1,0.48074454149841717
1146,Sample_1,4.65,"2,5",-1,0.767743616136558
1147,Sample_1,4.0,"2,5",-1,0.7672018542885556
1148,Sample_1,3.7,"2,5",-1,0.8145744095431541
1149,Sample_1,4.55,"2,5",-2,0.7283021564407636
1150,Sample_1,2.0,"2,5",-1,0.7594043343623609
1151,Sample_1,4.7,"2,5",-2,0.7679465751051261
1152,Sample_1,1.95,"2,5",-1,0.5916314880401942
1153,Sample_1,4.65,"2,5",-2,0.7647234417988479
1154,Sample_1,1.3,"2,5",-1,0.5450310780001283
1155,Sample_1,4.25,"2,5",-3,0.735459152121902
1156,Sample_1,0.7,"2,5",-2,0.7939321968747011
1157,Sample_1,2.85,"2,5",-2,0.8021940810518682
1158,Sample_1,1.9,"2,5",-2,0.7215059232576866
1159,Sample_1,2.4,"2,5",-1,0.598113008941553
1160,Sample_1,4.3,"2,5",-2,0.7316012672774306
1161,Sample_1,0.85,"2,5",-2,0.6597553758107126
1162,Sample_1,4.3,"2,5",-3,0.5756290689641241
1163,Sample_1,2.2,"2,5",-3,0.5321215583831671
1164,Sample_1,1.65,"2,5",-2,0.7002123703060266
1165,Sample_1,1.5,"2,5",-2,0.7949842909497867
1166,Sample_1,3.0,"2,5",-3,0.5439739116361427
1167,Sample_1,4.75,"2,5",-1,0.8154999112191018
1168,Sample_1,4.2,"2,5",-2,0.7577835835545956
1169,Sample_1,3.3,"2,5",-1,0.8662721190008787
1170,Sample_1,0.45,"2,5",-1,0.534669576930793
1171,Sample_1,2.05,"2,5",-3,0.7204124693898853
1172,Sample_1,0.95,"2,5",-1,0.5920669603907277
1173,Sample_1,3.45,"2,5",-3,0.5890147705174127
1174,Sample_1,1.95,"2,5",-2,0.7791991767523112
1175,Sample_1,3.95,"2,5",-3,0.5945071420977798
1176,Sample_1,4.9,"2,4",-2,0.7437970383714068
1177,Sample_1,1.35,"2,4",-1,0.767858091163872
1178,Sample_1,2.3,"2,4",-1,0.7823781939164092
1179,Sample_1,0.3,"2,4",-2,0.8243884533831912
1180,Sample_1,5.0,"2,4",-3,0.856691750881215
1181,Sample_1,4.1,"2,4",-3,0.4946912394473865
1182,Sample_1,1.0,"2,4",-3,0.8465112695966084
1183,Sample_1,3.95,"2,4",-2,0.7083959170536058
1184,Sample_1,1.4,"2,4",-1,0.8429174313730441
1185,Sample_1,2.15,"2,4",-3,0.3557668641256828
1186,Sample_1,2.95,"2,4",-2,0.5326469156347977
1187,Sample_1,0.2,"2,4",-2,0.8387605498873747
1188,Sample_1,2.0,"2,4",-2,0.45897573930630103
1189,Sample_1,1.75,"2,4",-2,0.5509524730820342
1190,Sample_1,4.95,"2,4",-2,0.6770633590574483
1191,Sample_1,3.05,"2,4",-1,0.8121617959373647
1192,Sample_1,1.85,"2,4",-1,0.8114139849905787
1193,Sample_1,3.6,"2,4",-1,0.8135299994133267
1194,Sample_1,2.55,"2,4",-1,0.8229555375672452
1195,Sample_1,2.45,"2,4",-3,0.8017992103625168
1196,Sample_1,0.5,"2,4",-2,0.8208551443839325
1197,Sample_1,2.55,"2,4",-3,0.4983658084935147
1198,Sample_1,0.35,"2,4",-1,0.7536680534690421
1199,Sample_1,0.4,"2,4",-1,0.7598451998532396
1200,Sample_1,0.7,"2,4",-3,0.8298974168269231
1201,Sample_1,4.6,"2,4",-2,0.6314343618637519
1202,Sample_1,0.35,"2,4",-2,0.8335798438595939
1203,Sample_1,1.45,"2,4",-3,0.29396370646156056
1204,Sample_1,4.45,"2,4",-1,0.5028161498930354
1205,Sample_1,2.75,"2,4",-1,0.7774549217879275
1206,Sample_1,2.85,"2,4",-3,0.5102917253212375
1207,Sample_1,3.9,"2,4",-3,0.49434943033466894
1208,Sample_1,3.0,"2,4",-2,0.5600525101744938
1209,Sample_1,4.0,"2,4",-3,0.7858706495714303
1210,Sample_1,3.9,"2,4",-2,0.6108387926319628
1211,Sample_1,2.35,"2,4",-1,0.8180893115581893
1212,Sample_1,3.55,"2,4",-1,0.7562203332493539
1213,Sample_1,4.85,"2,4",-3,0.7558827752110879
1214,Sample_1,1.25,"2,4",-3,0.8557700657865908
1215,Sample_1,0.15,"2,4",-3,0.0
1216,Sample_1,1.85,"2,4",-2,0.545754220513881
1217,Sample_1,0.8,"2,4",-2,0.8383480690658791
1218,Sample_1,3.25,"2,4",-3,0.43601918437217885
1219,Sample_1,2.7,"2,4",-1,0.6326311655935609
1220,Sample_1,4.75,"2,4",-3,0.818857136197957
1221,Sample_1,2.1,"2,4",-2,0.4781616804667124
1222,Sample_1,3.8,"2,4",-1,0.6187232757526797
1223,Sample_1,1.05,"2,4",-1,0.7848865906253727
1224,Sample_1,2.05,"2,4",-1,0.8091545479933266
1225,Sample_1,4.95,"2,4",-1,0.7260819856228634
1226,Sample_1,1.35,"2,4",-2,0.5184383841497817
1227,Sample_1,2.6,"2,4",-1,0.8266975298051639
1228,Sample_1,1.5,"2,4",-1,0.8491498836751072
1229,Sample_1,3.15,"2,4",-3,0.7102599164551715
1230,Sample_1,2.95,"2,4",-3,0.7155171306950507
1231,Sample_1,1.3,"2,4",-2,0.5182607611360884
1232,Sample_1,3.7,"2,4",-2,0.591254811324839
1233,Sample_1,3.25,"2,4",-1,0.7988145857996517
1234,Sample_1,3.45,"2,4",-2,0.6070683560594193
1235,Sample_1,3.8,"2,4",-2,0.5963596770027381
1236,Sample_1,2.35,"2,4",-3,0.3898137822575258
1237,Sample_1,1.8,"2,4",-1,0.7941918117880169
1238,Sample_1,3.55,"2,4",-2,0.6517595330242795
1239,Sample_1,3.05,"2,4",-2,0.5327599490294893
1240,Sample_1,3.65,"2,4",-2,0.5843924411819147
1241,Sample_1,3.85,"2,4",-1,0.697172067838653
1242,Sample_1,4.3,"2,4",-1,0.8104066973627633
1243,Sample_1,2.65,"2,4",-1,0.8165720703617992
1244,Sample_1,3.8,"2,4",-3,0.572333864784339
1245,Sample_1,1.6,"2,4",-1,0.8231356699812685
1246,Sample_1,0.25,"2,4",-2,0.8460985237140565
1247,Sample_1,3.7,"2,4",-3,0.6709959853728995
1248,Sample_1,3.75,"2,4",-1,0.7358971963362329
1249,Sample_1,0.2,"2,4",-1,0.7775031841613872
1250,Sample_1,4.55,"2,4",-3,0.8384534222558329
1251,Sample_1,1.95,"2,4",-3,0.8192242211755277
1252,Sample_1,3.55,"2,4",-3,0.8202321056732499
1253,Sample_1,1.65,"2,4",-3,0.4461222035698305
1254,Sample_1,4.35,"2,4",-1,0.7770887643979515
1255,Sample_1,4.4,"2,4",-1,0.7121143607936469
1256,Sample_1,2.4,"2,4",-2,0.4622237442963838
1257,Sample_1,2.1,"2,4",-3,0.5358543932743118
1258,Sample_1,2.6,"2,4",-3,0.4929812416156027
1259,Sample_1,4.9,"2,4",-1,0.554637930837449
1260,Sample_1,2.9,"2,4",-1,0.7036129548331146
1261,Sample_1,1.85,"2,4",-3,0.3502137571913179
1262,Sample_1,3.35,"2,4",-1,0.8365527431183195
1263,Sample_1,5.0,"2,4",-2,0.5867947147908601
1264,Sample_1,2.45,"2,4",-2,0.5901404186681707
1265,Sample_1,0.65,"2,4",-2,0.8550791809840055
1266,Sample_1,0.3,"2,4",-3,0.8282438399699987
1267,Sample_1,1.1,"2,4",-2,0.8206095799107744
1268,Sample_1,1.0,"2,4",-1,0.8047056630484123
1269,Sample_1,3.85,"2,4",-2,0.6498291519697401
1270,Sample_1,4.65,"2,4",-3,0.7983861712728225
1271,Sample_1,0.6,"2,4",-3,0.8156169597262254
1272,Sample_1,3.0,"2,4",-1,0.6485650917876175
1273,Sample_1,0.4,"2,4",-2,0.8337724206996743
1274,Sample_1,4.8,"2,4",-3,0.5616274870603148
1275,Sample_1,0.9,"2,4",-3,0.28866530241353666
1276,Sample_1,1.9,"2,4",-3,0.3746490943861993
1277,Sample_1,2.3,"2,4",-3,0.5265809029183982
1278,Sample_1,3.1,"2,4",-3,0.6354821568917522
1279,Sample_1,1.7,"2,4",-3,0.3344368727174206
1280,Sample_1,3.4,"2,4",-3,0.47101708442601165
1281,Sample_1,0.45,"2,4",-3,0.8239802630371608
1282,Sample_1,2.15,"2,4",-2,0.4990752381803604
1283,Sample_1,0.55,"2,4",-2,0.8319157541966766
1284,Sample_1,3.35,"2,4",-2,0.5723084549087982
1285,Sample_1,4.8,"2,4",-1,0.8048084688860342
1286,Sample_1,1.15,"2,4",-1,0.8128266855640439
1287,Sample_1,0.25,"2,4",-1,0.78193951996361
1288,Sample_1,3.2,"2,4",-3,0.4990729414157777
1289,Sample_1,0.2,"2,4",-3,0.7910345742980341
1290,Sample_1,2.25,"2,4",-3,0.5890423918294001
1291,Sample_1,0.5,"2,4",-3,0.8364107797825087
1292,Sample_1,1.55,"2,4",-1,0.7954586958370073
1293,Sample_1,3.2,"2,4",-2,0.5238211189156572
1294,Sample_1,4.2,"2,4",-3,0.7206412305843807
1295,Sample_1,3.95,"2,4",-1,0.635712261857571
1296,Sample_1,2.8,"2,4",-3,0.6683151177472326
1297,Sample_1,0.55,"2,4",-3,0.4623600296831413
1298,Sample_1,0.15,"2,4",-2,0.791041120865596
1299,Sample_1,3.5,"2,4",-2,0.5992963409188434
1300,Sample_1,1.7,"2,4",-2,0.5216195292762522
1301,Sample_1,3.65,"2,4",-1,0.6042754770030941
1302,Sample_1,2.4,"2,4",-3,0.6468560757266896
1303,Sample_1,3.45,"2,4",-1,0.7313058507336047
1304,Sample_1,0.75,"2,4",-1,0.7395071876618728
1305,Sample_1,3.3,"2,4",-2,0.5199818557700755
1306,Sample_1,4.45,"2,4",-3,0.41028541404067725
1307,Sample_1,2.2,"2,4",-2,0.5306690960616397
1308,Sample_1,3.1,"2,4",-2,0.5519466258357588
1309,Sample_1,1.8,"2,4",-2,0.4943503903467269
1310,Sample_1,4.1,"2,4",-2,0.5359707752150255
1311,Sample_1,3.5,"2,4",-3,0.6495063719947073
1312,Sample_1,4.45,"2,4",-2,0.6057150013046958
1313,Sample_1,1.65,"2,4",-1,0.8272476090054286
1314,Sample_1,2.65,"2,4",-3,0.4354304367325139
1315,Sample_1,2.2,"2,4",-1,0.8499788879789766
1316,Sample_1,1.55,"2,4",-2,0.4662030366370926
1317,Sample_1,2.9,"2,4",-2,0.47453888465545313
1318,Sample_1,4.7,"2,4",-3,0.582700357146312
1319,Sample_1,1.2,"2,4",-3,0.30335386547792376
1320,Sample_1,4.5,"2,4",-3,0.6283760592507434
1321,Sample_1,1.6,"2,4",-3,0.29796002454266707
1322,Sample_1,1.1,"2,4",-1,0.7992648860653359
1323,Sample_1,4.9,"2,4",-3,0.814997117283501
1324,Sample_1,4.6,"2,4",-3,0.5669962601000931
1325,Sample_1,4.95,"2,4",-3,0.7587609753454336
1326,Sample_1,2.15,"2,4",-1,0.4896557519135689
1327,Sample_1,0.6,"2,4",-1,0.7485119820341327
1328,Sample_1,2.05,"2,4",-2,0.45274581756313126
1329,Sample_1,0.95,"2,4",-3,0.3013538941934839
1330,Sample_1,0.3,"2,4",-1,0.7718376508910072
1331,Sample_1,1.25,"2,4",-1,0.7994472932989923
1332,Sample_1,2.1,"2,4",-1,0.685641608300907
1333,Sample_1,4.25,"2,4",-1,0.7738432390961605
1334,Sample_1,4.4,"2,4",-2,0.6672048506933268
1335,Sample_1,0.6,"2,4",-2,0.8235166787603017
1336,Sample_1,0.35,"2,4",-3,0.39474098189248796
1337,Sample_1,2.75,"2,4",-3,0.8318827899399694
1338,Sample_1,4.2,"2,4",-1,0.5539341379462064
1339,Sample_1,3.4,"2,4",-2,0.6013683139709209
1340,Sample_1,0.8,"2,4",-3,0.8561111154083746
1341,Sample_1,0.65,"2,4",-1,0.7430348747201336
1342,Sample_1,4.05,"2,4",-3,0.7222578229893913
1343,Sample_1,0.9,"2,4",-2,0.8168939550072083
1344,Sample_1,4.8,"2,4",-2,0.6077551707412693
1345,Sample_1,4.5,"2,4",-2,0.7015703143925346
1346,Sample_1,1.2,"2,4",-2,0.8138733520568564
1347,Sample_1,4.85,"2,4",-1,0.6132817215301394
1348,Sample_1,2.3,"2,4",-2,0.5293204792028261
1349,Sample_1,4.05,"2,4",-1,0.636646606616022
1350,Sample_1,2.9,"2,4",-3,0.42397939830693754
1351,Sample_1,2.25,"2,4",-1,0.8253316719620946
1352,Sample_1,2.35,"2,4",-2,0.5549511380502599
1353,Sample_1,3.9,"2,4",-1,0.841495540663337
1354,Sample_1,3.15,"2,4",-2,0.6615691666472763
1355,Sample_1,4.4,"2,4",-3,0.6843301551340121
1356,Sample_1,2.45,"2,4",-1,0.8423094074077894
1357,Sample_1,1.15,"2,4",-3,0.3637136332934003
1358,Sample_1,2.5,"2,4",-3,0.41402787918626405
1359,Sample_1,5.0,"2,4",-1,0.7499162523503783
1360,Sample_1,3.75,"2,4",-2,0.626745967353642
1361,Sample_1,2.85,"2,4",-1,0.7124565124324502
1362,Sample_1,0.5,"2,4",-1,0.7416168605530717
1363,Sample_1,1.75,"2,4",-3,0.33681155812350505
1364,Sample_1,1.05,"2,4",-2,0.8310294357313042
1365,Sample_1,4.35,"2,4",-2,0.8070238112356892
1366,Sample_1,0.25,"2,4",-3,0.8252262360221767
1367,Sample_1,3.75,"2,4",-3,0.6132974416414713
1368,Sample_1,4.15,"2,4",-2,0.5934082479470872
1369,Sample_1,4.85,"2,4",-2,0.7032356295848305
1370,Sample_1,4.55,"2,4",-1,0.6493497236255693
1371,Sample_1,3.6,"2,4",-2,0.8146025133905567
1372,Sample_1,1.9,"2,4",-1,0.834158085172187
1373,Sample_1,1.2,"2,4",-1,0.8135965195626896
1374,Sample_1,3.6,"2,4",-3,0.41363120368648143
1375,Sample_1,1.4,"2,4",-2,0.47206081633858066
1376,Sample_1,3.05,"2,4",-3,0.5564877749954948
1377,Sample_1,1.55,"2,4",-3,0.838871762658657
1378,Sample_1,2.7,"2,4",-3,0.8340215293647611
1379,Sample_1,0.75,"2,4",-3,0.30837497610953113
1380,Sample_1,4.15,"2,4",-3,0.5170383079078955
1381,Sample_1,4.0,"2,4",-2,0.5953253180528253
1382,Sample_1,1.25,"2,4",-2,0.5054633431270158
1383,Sample_1,2.95,"2,4",-1,0.8016212820823629
1384,Sample_1,2.75,"2,4",-2,0.5912156335582295
1385,Sample_1,0.15,"2,4",-1,0.7700330695885119
1386,Sample_1,4.75,"2,4",-2,0.7972600210473556
1387,Sample_1,0.95,"2,4",-2,0.8086861806194173
1388,Sample_1,2.55,"2,4",-2,0.48307404666730797
1389,Sample_1,3.5,"2,4",-1,0.6710433669587759
1390,Sample_1,4.6,"2,4",-1,0.5689630326227811
1391,Sample_1,3.1,"2,4",-1,0.7076611518908404
1392,Sample_1,1.45,"2,4",-2,0.5203465169795113
1393,Sample_1,2.5,"2,4",-2,0.4812415454991224
1394,Sample_1,2.65,"2,4",-2,0.48641561610071105
1395,Sample_1,3.4,"2,4",-1,0.7818029315451094
1396,Sample_1,0.8,"2,4",-1,0.78348905252718
1397,Sample_1,0.9,"2,4",-1,0.7472501308653732
1398,Sample_1,1.8,"2,4",-3,0.3211390427937892
1399,Sample_1,0.65,"2,4",-3,0.3301010571544897
1400,Sample_1,3.65,"2,4",-3,0.7088519781755819
1401,Sample_1,4.1,"2,4",-1,0.7750852222255046
1402,Sample_1,1.75,"2,4",-1,0.790623134945999
1403,Sample_1,2.8,"2,4",-2,0.5116245814357501
1404,Sample_1,0.85,"2,4",-3,0.24128240979457752
1405,Sample_1,1.35,"2,4",-3,0.8462920875413994
1406,Sample_1,1.3,"2,4",-3,0.4083248456665945
1407,Sample_1,2.7,"2,4",-2,0.47822608803109484
1408,Sample_1,0.75,"2,4",-2,0.8252848483446849
1409,Sample_1,1.4,"2,4",-3,0.4199213200165648
1410,Sample_1,3.35,"2,4",-3,0.732124092572419
1411,Sample_1,4.5,"2,4",-1,0.6563629210630241
1412,Sample_1,3.3,"2,4",-3,0.5316495942530242
1413,Sample_1,4.05,"2,4",-2,0.6403015485953004
1414,Sample_1,3.85,"2,4",-3,0.7510629141472561
1415,Sample_1,2.0,"2,4",-3,0.8305090695998125
1416,Sample_1,1.5,"2,4",-3,0.3210823073683244
1417,Sample_1,3.15,"2,4",-1,0.8208068328382164
1418,Sample_1,4.7,"2,4",-1,0.7801690394568411
1419,Sample_1,1.05,"2,4",-3,0.3677470954105937
1420,Sample_1,0.55,"2,4",-1,0.7601076036375166
1421,Sample_1,1.15,"2,4",-2,0.5498925090091477
1422,Sample_1,0.4,"2,4",-3,0.8285258861648215
1423,Sample_1,2.8,"2,4",-1,0.7571137504791416
1424,Sample_1,1.1,"2,4",-3,0.31681661056426574
1425,Sample_1,2.6,"2,4",-2,0.5769699557919584
1426,Sample_1,0.45,"2,4",-2,0.8219347617670364
1427,Sample_1,1.0,"2,4",-2,0.7818986792422267
1428,Sample_1,4.25,"2,4",-2,0.5843902684145965
1429,Sample_1,4.15,"2,4",-1,0.7120703915274063
1430,Sample_1,1.45,"2,4",-1,0.7652814171412097
1431,Sample_1,2.25,"2,4",-2,0.6010353917041698
1432,Sample_1,4.35,"2,4",-3,0.8462784648271191
1433,Sample_1,0.85,"2,4",-1,0.7266187626815397
1434,Sample_1,2.5,"2,4",-1,0.7970239509879719
1435,Sample_1,0.7,"2,4",-1,0.7796837683170191
1436,Sample_1,3.25,"2,4",-2,0.5826607091161575
1437,Sample_1,1.6,"2,4",-2,0.585001491652082
1438,Sample_1,1.7,"2,4",-1,0.8173464431561287
1439,Sample_1,3.2,"2,4",-1,0.8593479967645375
1440,Sample_1,4.65,"2,4",-1,0.6132052836345563
1441,Sample_1,4.0,"2,4",-1,0.6261871294511543
1442,Sample_1,3.7,"2,4",-1,0.6808421859775454
1443,Sample_1,4.55,"2,4",-2,0.6106618958097176
1444,Sample_1,2.0,"2,4",-1,0.795167018200818
1445,Sample_1,4.7,"2,4",-2,0.48635461748315495
1446,Sample_1,1.95,"2,4",-1,0.8456873416050454
1447,Sample_1,4.65,"2,4",-2,0.6509786616540892
1448,Sample_1,1.3,"2,4",-1,0.7671508602277122
1449,Sample_1,4.25,"2,4",-3,0.8589268546266446
1450,Sample_1,0.7,"2,4",-2,0.8230645402420992
1451,Sample_1,2.85,"2,4",-2,0.5432320966443398
1452,Sample_1,1.9,"2,4",-2,0.4451384125047937
1453,Sample_1,2.4,"2,4",-1,0.8230702036481474
1454,Sample_1,4.3,"2,4",-2,0.6120269140415877
1455,Sample_1,0.85,"2,4",-2,0.8219551952076751
1456,Sample_1,4.3,"2,4",-3,0.4424611171398156
1457,Sample_1,2.2,"2,4",-3,0.5078812373448303
1458,Sample_1,1.65,"2,4",-2,0.4566930847870703
1459,Sample_1,1.5,"2,4",-2,0.4283892485510112
1460,Sample_1,3.0,"2,4",-3,0.39934091696251744
1461,Sample_1,4.75,"2,4",-1,0.5912490760420891
1462,Sample_1,4.2,"2,4",-2,0.7631611822307572
1463,Sample_1,3.3,"2,4",-1,0.6113550895802484
1464,Sample_1,0.45,"2,4",-1,0.7538728191388526
1465,Sample_1,2.05,"2,4",-3,0.4768183207670711
1466,Sample_1,0.95,"2,4",-1,0.7491070072912598
1467,Sample_1,3.45,"2,4",-3,0.6841709466533998
1468,Sample_1,1.95,"2,4",-2,0.5032493001027789
1469,Sample_1,3.95,"2,4",-3,0.7337834223979908
1470,Sample_1,4.9,"2,3",-2,0.5897660362843247
1471,Sample_1,1.35,"2,3",-1,0.8028474065122763
1472,Sample_1,2.3,"2,3",-1,0.7941597985610072
1473,Sample_1,0.3,"2,3",-2,0.20194834055743602
1474,Sample_1,5.0,"2,3",-3,0.8248178745435985
1475,Sample_1,4.1,"2,3",-3,0.8307735013906022
1476,Sample_1,1.0,"2,3",-3,0.8068399599146493
1477,Sample_1,3.95,"2,3",-2,0.4633338453741127
1478,Sample_1,1.4,"2,3",-1,0.4275724468558306
1479,Sample_1,2.15,"2,3",-3,0.7717376969580961
1480,Sample_1,2.95,"2,3",-2,0.3775049849009205
1481,Sample_1,0.2,"2,3",-2,0.8229230937795178
1482,Sample_1,2.0,"2,3",-2,0.35201508562619893
1483,Sample_1,1.75,"2,3",-2,0.7562940776074091
1484,Sample_1,4.95,"2,3",-2,0.45911783668441425
1485,Sample_1,3.05,"2,3",-1,0.4870539036331243
1486,Sample_1,1.85,"2,3",-1,0.8364998876579303
1487,Sample_1,3.6,"2,3",-1,0.821065218755482
1488,Sample_1,2.55,"2,3",-1,0.513703761244208
1489,Sample_1,2.45,"2,3",-3,0.8297928243895325
1490,Sample_1,0.5,"2,3",-2,0.773866492671541
1491,Sample_1,2.55,"2,3",-3,0.8503354236060672
1492,Sample_1,0.35,"2,3",-1,0.24265471934304
1493,Sample_1,0.4,"2,3",-1,0.24696097507728149
1494,Sample_1,0.7,"2,3",-3,0.24915865070179702
1495,Sample_1,4.6,"2,3",-2,0.5215763621739069
1496,Sample_1,0.35,"2,3",-2,0.2188581545009641
1497,Sample_1,1.45,"2,3",-3,0.7679583404203583
1498,Sample_1,4.45,"2,3",-1,0.5209316182277354
1499,Sample_1,2.75,"2,3",-1,0.47234596301691867
1500,Sample_1,2.85,"2,3",-3,0.8195402517166152
1501,Sample_1,3.9,"2,3",-3,0.843424038374161
1502,Sample_1,3.0,"2,3",-2,0.4313537631511982
1503,Sample_1,4.0,"2,3",-3,0.8209151303491976
1504,Sample_1,3.9,"2,3",-2,0.4641564848457384
1505,Sample_1,2.35,"2,3",-1,0.4151962377404384
1506,Sample_1,3.55,"2,3",-1,0.8144667734844391
1507,Sample_1,4.85,"2,3",-3,0.4327378226256798
1508,Sample_1,1.25,"2,3",-3,0.8188102356301609
1509,Sample_1,0.15,"2,3",-3,0.0
1510,Sample_1,1.85,"2,3",-2,0.7425400112415464
1511,Sample_1,0.8,"2,3",-2,0.767487466442594
1512,Sample_1,3.25,"2,3",-3,0.8063416475392305
1513,Sample_1,2.7,"2,3",-1,0.7824237033621304
1514,Sample_1,4.75,"2,3",-3,0.3479075186355841
1515,Sample_1,2.1,"2,3",-2,0.40179915954771794
1516,Sample_1,3.8,"2,3",-1,0.8096180929085426
1517,Sample_1,1.05,"2,3",-1,0.39963286228244677
1518,Sample_1,2.05,"2,3",-1,0.7846077664821287
1519,Sample_1,4.95,"2,3",-1,0.6373669961017696
1520,Sample_1,1.35,"2,3",-2,0.819412273153423
1521,Sample_1,2.6,"2,3",-1,0.7970587127040261
1522,Sample_1,1.5,"2,3",-1,0.42350410758666474
1523,Sample_1,3.15,"2,3",-3,0.6318543040661001
1524,Sample_1,2.95,"2,3",-3,0.40519649423909593
1525,Sample_1,1.3,"2,3",-2,0.7942975013872338
1526,Sample_1,3.7,"2,3",-2,0.49345737138072093
1527,Sample_1,3.25,"2,3",-1,0.713072852385194
1528,Sample_1,3.45,"2,3",-2,0.45668161848433453
1529,Sample_1,3.8,"2,3",-2,0.4669994224258656
1530,Sample_1,2.35,"2,3",-3,0.8118606717461766
1531,Sample_1,1.8,"2,3",-1,0.40911569904155065
1532,Sample_1,3.55,"2,3",-2,0.5343582902592396
1533,Sample_1,3.05,"2,3",-2,0.7973787817501888
1534,Sample_1,3.65,"2,3",-2,0.4189932994898838
1535,Sample_1,3.85,"2,3",-1,0.7419420767799138
1536,Sample_1,4.3,"2,3",-1,0.765532025427291
1537,Sample_1,2.65,"2,3",-1,0.47463631957586455
1538,Sample_1,3.8,"2,3",-3,0.8408693472514517
1539,Sample_1,1.6,"2,3",-1,0.8383400077980225
1540,Sample_1,0.25,"2,3",-2,0.815700253403492
1541,Sample_1,3.7,"2,3",-3,0.8215019028987393
1542,Sample_1,3.75,"2,3",-1,0.8294211521068023
1543,Sample_1,0.2,"2,3",-1,0.244879033406415
1544,Sample_1,4.55,"2,3",-3,0.4328151405259887
