sample,bin_size,PC_pair,TH,RMSE
sample_1_ref_1_3,0.1,"1,2",-1,0.08379278975384116
sample_1_ref_1_3,0.1,"1,3",-1,0.13904292534161597
sample_1_ref_1_3,0.1,"1,4",-1,0.1566784294916437
sample_1_ref_1_3,0.1,"1,5",-1,0.16725233741590032
sample_1_ref_1_3,0.1,"1,6",-1,0.28851195927977735
sample_1_ref_1_3,0.1,"2,3",-1,0.09697781577871696
sample_1_ref_1_3,0.1,"2,4",-1,0.11355770951386876
sample_1_ref_1_3,0.1,"2,5",-1,0.15808289977299478
sample_1_ref_1_3,0.1,"2,6",-1,0.1216864884197618
sample_1_ref_1_3,0.1,"3,4",-1,0.17137182275902457
sample_1_ref_1_3,0.1,"3,5",-1,0.18742545535535154
sample_1_ref_1_3,0.1,"3,6",-1,0.22360484472687306
sample_1_ref_1_3,0.1,"4,5",-1,0.14450839910107324
sample_1_ref_1_3,0.1,"4,6",-1,0.1195695243889706
sample_1_ref_1_3,0.1,"5,6",-1,0.27640372216310066
sample_1_ref_1_3,0.2,"1,2",-1,0.09176025507959515
sample_1_ref_1_3,0.2,"1,3",-1,0.20444507462519718
sample_1_ref_1_3,0.2,"1,4",-1,0.21379764181845576
sample_1_ref_1_3,0.2,"1,5",-1,0.18633440345727253
sample_1_ref_1_3,0.2,"1,6",-1,0.44362069379157837
sample_1_ref_1_3,0.2,"2,3",-1,0.11161530145128044
sample_1_ref_1_3,0.2,"2,4",-1,0.11888027287866597
sample_1_ref_1_3,0.2,"2,5",-1,0.15883228462797672
sample_1_ref_1_3,0.2,"2,6",-1,0.4750239360559003
sample_1_ref_1_3,0.2,"3,4",-1,0.15281062085144187
sample_1_ref_1_3,0.2,"3,5",-1,0.19117058956411037
sample_1_ref_1_3,0.2,"3,6",-1,0.33617231654717233
sample_1_ref_1_3,0.2,"4,5",-1,0.146234195646027
sample_1_ref_1_3,0.2,"4,6",-1,0.5036254379480399
sample_1_ref_1_3,0.2,"5,6",-1,0.5819632636910818
sample_1_ref_1_3,0.3,"1,2",-1,0.7453638246861694
sample_1_ref_1_3,0.3,"1,3",-1,0.20085676328847157
sample_1_ref_1_3,0.3,"1,4",-1,0.19334562958147256
sample_1_ref_1_3,0.3,"1,5",-1,0.5524884089485459
sample_1_ref_1_3,0.3,"1,6",-1,0.4567791959095135
sample_1_ref_1_3,0.3,"2,3",-1,0.8480040285588901
sample_1_ref_1_3,0.3,"2,4",-1,0.7309288110219158
sample_1_ref_1_3,0.3,"2,5",-1,0.3976607108467038
sample_1_ref_1_3,0.3,"2,6",-1,0.5000164981098202
sample_1_ref_1_3,0.3,"3,4",-1,0.21847940371343144
sample_1_ref_1_3,0.3,"3,5",-1,0.6013247264646562
sample_1_ref_1_3,0.3,"3,6",-1,0.3623867082757142
sample_1_ref_1_3,0.3,"4,5",-1,0.6991475220615685
sample_1_ref_1_3,0.3,"4,6",-1,0.5666110117261727
sample_1_ref_1_3,0.3,"5,6",-1,0.5851998132342937
sample_1_ref_1_3,0.4,"1,2",-1,0.7067650096170125
sample_1_ref_1_3,0.4,"1,3",-1,0.6160041141644189
sample_1_ref_1_3,0.4,"1,4",-1,0.22220427858934425
sample_1_ref_1_3,0.4,"1,5",-1,0.23385461574749897
sample_1_ref_1_3,0.4,"1,6",-1,0.39429662626840256
sample_1_ref_1_3,0.4,"2,3",-1,0.12051480452076944
sample_1_ref_1_3,0.4,"2,4",-1,0.6994673554668246
sample_1_ref_1_3,0.4,"2,5",-1,0.73161651460189
sample_1_ref_1_3,0.4,"2,6",-1,0.5969751394613758
sample_1_ref_1_3,0.4,"3,4",-1,0.8075146397901515
sample_1_ref_1_3,0.4,"3,5",-1,0.7473359425080379
sample_1_ref_1_3,0.4,"3,6",-1,0.7109241891040231
sample_1_ref_1_3,0.4,"4,5",-1,0.2041675982236408
sample_1_ref_1_3,0.4,"4,6",-1,0.4818705324772532
sample_1_ref_1_3,0.4,"5,6",-1,0.4897594386491256
sample_1_ref_1_3,0.5,"1,2",-1,0.6552584805317647
sample_1_ref_1_3,0.5,"1,3",-1,0.5543410736475505
sample_1_ref_1_3,0.5,"1,4",-1,0.29587956227829104
sample_1_ref_1_3,0.5,"1,5",-1,0.5723046845922772
sample_1_ref_1_3,0.5,"1,6",-1,0.5423112950774797
sample_1_ref_1_3,0.5,"2,3",-1,0.8668292572577635
sample_1_ref_1_3,0.5,"2,4",-1,0.8443727116381264
sample_1_ref_1_3,0.5,"2,5",-1,0.7563900632655798
sample_1_ref_1_3,0.5,"2,6",-1,0.7490038281332301
sample_1_ref_1_3,0.5,"3,4",-1,0.7533019653343989
sample_1_ref_1_3,0.5,"3,5",-1,0.8273307376078546
sample_1_ref_1_3,0.5,"3,6",-1,0.8516845685011019
sample_1_ref_1_3,0.5,"4,5",-1,0.7259437506413089
sample_1_ref_1_3,0.5,"4,6",-1,0.5636226737438491
sample_1_ref_1_3,0.5,"5,6",-1,0.6561027327083665
sample_1_ref_1_3,0.6,"1,2",-1,0.2620368916184624
sample_1_ref_1_3,0.6,"1,3",-1,0.37142377554644146
sample_1_ref_1_3,0.6,"1,4",-1,0.6037843831189296
sample_1_ref_1_3,0.6,"1,5",-1,0.3274335249895877
sample_1_ref_1_3,0.6,"1,6",-1,0.25739652395599133
sample_1_ref_1_3,0.6,"2,3",-1,0.1637220615678585
sample_1_ref_1_3,0.6,"2,4",-1,0.6975161144295875
sample_1_ref_1_3,0.6,"2,5",-1,0.5810996283182125
sample_1_ref_1_3,0.6,"2,6",-1,0.48046591165870284
sample_1_ref_1_3,0.6,"3,4",-1,0.6953696696797543
sample_1_ref_1_3,0.6,"3,5",-1,0.44333103711345845
sample_1_ref_1_3,0.6,"3,6",-1,0.4979620405039804
sample_1_ref_1_3,0.6,"4,5",-1,0.726924420526461
sample_1_ref_1_3,0.6,"4,6",-1,0.6794114129604857
sample_1_ref_1_3,0.6,"5,6",-1,0.3399777774595178
sample_1_ref_1_3,0.7,"1,2",-1,0.33354185772299416
sample_1_ref_1_3,0.7,"1,3",-1,0.379341847408227
sample_1_ref_1_3,0.7,"1,4",-1,0.5544482864823017
sample_1_ref_1_3,0.7,"1,5",-1,0.5957879657857162
sample_1_ref_1_3,0.7,"1,6",-1,0.3569679263727667
sample_1_ref_1_3,0.7,"2,3",-1,0.20363417203331086
sample_1_ref_1_3,0.7,"2,4",-1,0.7467874116507945
sample_1_ref_1_3,0.7,"2,5",-1,0.6588124681572051
sample_1_ref_1_3,0.7,"2,6",-1,0.5778959253674175
sample_1_ref_1_3,0.7,"3,4",-1,0.8642326085011348
sample_1_ref_1_3,0.7,"3,5",-1,0.7854631460510769
sample_1_ref_1_3,0.7,"3,6",-1,0.710017055670481
sample_1_ref_1_3,0.7,"4,5",-1,0.3755860870725722
sample_1_ref_1_3,0.7,"4,6",-1,0.6178409603878459
sample_1_ref_1_3,0.7,"5,6",-1,0.6780647981680548
sample_1_ref_1_3,0.8,"1,2",-1,0.7265042104726452
sample_1_ref_1_3,0.8,"1,3",-1,0.3292185348133138
sample_1_ref_1_3,0.8,"1,4",-1,0.5796598504115759
sample_1_ref_1_3,0.8,"1,5",-1,0.5501107154015473
sample_1_ref_1_3,0.8,"1,6",-1,0.4346959996358835
sample_1_ref_1_3,0.8,"2,3",-1,0.8140988103302207
sample_1_ref_1_3,0.8,"2,4",-1,0.43652142441514385
sample_1_ref_1_3,0.8,"2,5",-1,0.6584238836542958
sample_1_ref_1_3,0.8,"2,6",-1,0.7229877628252683
sample_1_ref_1_3,0.8,"3,4",-1,0.6899688521680246
sample_1_ref_1_3,0.8,"3,5",-1,0.7041852880387431
sample_1_ref_1_3,0.8,"3,6",-1,0.6307908746987161
sample_1_ref_1_3,0.8,"4,5",-1,0.38918018515147595
sample_1_ref_1_3,0.8,"4,6",-1,0.5796280414348206
sample_1_ref_1_3,0.8,"5,6",-1,0.687861527029745
sample_1_ref_1_3,0.9,"1,2",-1,0.7750120711798829
sample_1_ref_1_3,0.9,"1,3",-1,0.6269098044433359
sample_1_ref_1_3,0.9,"1,4",-1,0.5952285529389374
sample_1_ref_1_3,0.9,"1,5",-1,0.5757410235624592
sample_1_ref_1_3,0.9,"1,6",-1,0.38850572650075427
sample_1_ref_1_3,0.9,"2,3",-1,0.2080463955275167
sample_1_ref_1_3,0.9,"2,4",-1,0.5154077891683149
sample_1_ref_1_3,0.9,"2,5",-1,0.6739106197476018
sample_1_ref_1_3,0.9,"2,6",-1,0.7518762525244916
sample_1_ref_1_3,0.9,"3,4",-1,0.6560454692906503
sample_1_ref_1_3,0.9,"3,5",-1,0.49573429199917796
sample_1_ref_1_3,0.9,"3,6",-1,0.7341454371782342
sample_1_ref_1_3,0.9,"4,5",-1,0.4510325020274141
sample_1_ref_1_3,0.9,"4,6",-1,0.7259771654421856
sample_1_ref_1_3,0.9,"5,6",-1,0.8622061917681666
sample_1_ref_1_3,1.0,"1,2",-1,0.5862228324544155
sample_1_ref_1_3,1.0,"1,3",-1,0.3805879753763933
sample_1_ref_1_3,1.0,"1,4",-1,0.5913219532521263
sample_1_ref_1_3,1.0,"1,5",-1,0.39200632119021195
sample_1_ref_1_3,1.0,"1,6",-1,0.45125976069405993
sample_1_ref_1_3,1.0,"2,3",-1,0.20342091790087072
sample_1_ref_1_3,1.0,"2,4",-1,0.8615887051680351
sample_1_ref_1_3,1.0,"2,5",-1,0.7615972211456061
sample_1_ref_1_3,1.0,"2,6",-1,0.7741130258296496
sample_1_ref_1_3,1.0,"3,4",-1,0.8630837176354612
sample_1_ref_1_3,1.0,"3,5",-1,0.6834742449014625
sample_1_ref_1_3,1.0,"3,6",-1,0.6957753617820893
sample_1_ref_1_3,1.0,"4,5",-1,0.8293312464712921
sample_1_ref_1_3,1.0,"4,6",-1,0.7392906594589563
sample_1_ref_1_3,1.0,"5,6",-1,0.44092509645841954
sample_1_ref_1_3,1.1,"1,2",-1,0.3831308988288218
sample_1_ref_1_3,1.1,"1,3",-1,0.5922571464684372
sample_1_ref_1_3,1.1,"1,4",-1,0.6230583824569031
sample_1_ref_1_3,1.1,"1,5",-1,0.7602273611582416
sample_1_ref_1_3,1.1,"1,6",-1,0.6614390757464148
sample_1_ref_1_3,1.1,"2,3",-1,0.8597023062621361
sample_1_ref_1_3,1.1,"2,4",-1,0.6450250839246161
sample_1_ref_1_3,1.1,"2,5",-1,0.8589892312684628
sample_1_ref_1_3,1.1,"2,6",-1,0.7434285528714651
sample_1_ref_1_3,1.1,"3,4",-1,0.7811144286217027
sample_1_ref_1_3,1.1,"3,5",-1,0.7280857604513741
sample_1_ref_1_3,1.1,"3,6",-1,0.817905513335327
sample_1_ref_1_3,1.1,"4,5",-1,0.8263683202674843
sample_1_ref_1_3,1.1,"4,6",-1,0.40854883049680724
sample_1_ref_1_3,1.1,"5,6",-1,0.778296283136109
sample_1_ref_1_3,1.2,"1,2",-1,0.38903439555945973
sample_1_ref_1_3,1.2,"1,3",-1,0.31368317027940223
sample_1_ref_1_3,1.2,"1,4",-1,0.7320634848817398
sample_1_ref_1_3,1.2,"1,5",-1,0.6638659650165405
sample_1_ref_1_3,1.2,"1,6",-1,0.655549234343083
sample_1_ref_1_3,1.2,"2,3",-1,0.32732271053099826
sample_1_ref_1_3,1.2,"2,4",-1,0.6144371097547154
sample_1_ref_1_3,1.2,"2,5",-1,0.55082902641406
sample_1_ref_1_3,1.2,"2,6",-1,0.3710551744726977
sample_1_ref_1_3,1.2,"3,4",-1,0.7724368890665277
sample_1_ref_1_3,1.2,"3,5",-1,0.6935469338697233
sample_1_ref_1_3,1.2,"3,6",-1,0.5158162162415807
sample_1_ref_1_3,1.2,"4,5",-1,0.5028866151252462
sample_1_ref_1_3,1.2,"4,6",-1,0.6663704726869993
sample_1_ref_1_3,1.2,"5,6",-1,0.8344823670391042
sample_1_ref_1_3,1.3,"1,2",-1,0.3346110695221627
sample_1_ref_1_3,1.3,"1,3",-1,0.6494699736097926
sample_1_ref_1_3,1.3,"1,4",-1,0.8203072768709443
