,sample,time_diff,RMSE
0,sample_3_rmse_in_time,2,0.0006284442195619225
1,sample_3_rmse_in_time,4,0.007541330634742496
2,sample_3_rmse_in_time,6,0.030165322538969846
3,sample_3_rmse_in_time,8,0.007541330634742459
4,sample_3_rmse_in_time,2,0.006912886415180586
5,sample_3_rmse_in_time,4,0.0006284442195618579
6,sample_3_rmse_in_time,6,0.006912886415180626
7,sample_3_rmse_in_time,2,0.006284442195618738
8,sample_3_rmse_in_time,4,2.5585307745833813e-16
9,sample_3_rmse_in_time,2,0.03770665317371244
